792.926208;697.950989;1558.147705;864.536743;676.444214;1589.602661;914.812500;676.511719;1487.226929;907.909973;717.156982;1262.929688;891.168213;689.340027;1480.986572;1016.733826;932.939636;1895.034668;1098.137329;916.304749;1918.001587;1136.031982;916.634155;1829.665527;1126.369507;940.356079;1606.677979;1114.597046;925.513000;1809.207275,./data/jaffe/KA.AN1.39.tiff,4,
847.895630;734.973511;1398.084473;898.570129;750.670898;1454.793701;961.673706;753.123657;1385.372559;984.327332;821.652893;1096.567017;930.896301;814.209473;1385.068115;1083.905884;982.663330;1721.323486;1139.914062;997.381287;1762.636475;1197.788208;994.941956;1696.542358;1214.353271;1044.236206;1415.563110;1173.988281;1042.797241;1689.433228,./data/jaffe/KA.AN2.40.tiff,4,
923.936401;800.003418;1460.644775;979.387878;780.736328;1583.110840;1036.066528;793.066223;1523.234253;1062.631470;868.078674;1201.661499;1001.414856;857.928589;1515.608032;1165.004517;1054.802734;1871.328735;1230.960938;1042.163452;1959.379272;1284.431519;1051.116821;1881.812134;1303.733765;1104.140625;1570.572021;1255.298462;1097.344360;1870.172974,./data/jaffe/KA.AN3.41.tiff,4,
942.532227;950.423767;1714.767944;976.841309;945.481628;1792.717773;1048.366699;942.276367;1736.972412;1047.911621;1005.524719;1538.372925;986.318359;986.050842;1736.244263;1192.668213;1206.474487;2092.787354;1247.629517;1208.422363;2152.394287;1312.990601;1202.520996;2104.510498;1305.868774;1240.807373;1904.149170;1256.220825;1228.015137;2088.746338,./data/jaffe/KA.DI1.42.tiff,2,
925.923889;926.687500;1649.725220;975.203186;905.277283;1714.152710;1053.617676;912.667542;1689.837280;1040.765991;982.262146;1490.007324;1000.721985;965.777283;1659.192261;1187.996704;1188.690674;2046.541626;1252.745850;1173.777222;2098.602539;1326.203979;1174.843628;2076.505615;1303.157837;1218.522095;1872.595215;1272.687500;1211.282227;2034.297485,./data/jaffe/KA.DI2.43.tiff,2,
897.585571;979.406677;1920.360107;942.919800;958.570374;2005.722046;1015.395691;957.372070;1972.291992;990.962891;1019.626770;1642.410400;947.345703;1010.840942;1866.114990;1161.796387;1256.587036;2316.214111;1223.283447;1236.378906;2385.319580;1298.938110;1227.994629;2353.794189;1268.095459;1271.112183;2031.080933;1231.741943;1264.296509;2250.810059,./data/jaffe/KA.DI3.44.tiff,2,
820.143616;889.868408;1746.654175;844.508179;877.436951;1828.750854;930.371033;890.812988;1744.115112;927.322937;993.375549;1513.139038;895.206055;932.790161;1776.938477;1069.635498;1138.861450;2109.821289;1112.470825;1132.955566;2179.976318;1184.671997;1152.916016;2095.385010;1181.962280;1229.748047;1880.456787;1150.871704;1173.504761;2124.519531,./data/jaffe/KA.FE1.45.tiff,3,
888.510559;944.399841;1730.048340;907.594788;929.906677;1807.720337;976.530945;949.213013;1738.322144;974.513428;1038.184082;1499.021240;906.199646;991.234802;1768.564697;1139.738647;1192.399658;2080.402100;1182.734863;1190.258301;2150.750000;1246.795654;1205.027222;2093.401855;1238.346191;1274.172485;1859.634644;1181.744751;1235.639282;2109.157959,./data/jaffe/KA.FE2.46.tiff,2,
915.719177;927.285156;1665.629517;919.601807;873.290466;1774.188843;1008.664795;864.851196;1733.751587;1025.522217;978.571350;1560.746094;944.615417;898.389160;1722.277588;1142.910522;1145.928955;2061.340820;1175.236450;1115.492920;2163.791504;1261.901001;1114.156616;2099.495850;1271.038086;1203.403931;1928.833862;1200.528198;1130.689697;2082.477539,./data/jaffe/KA.FE3.47.tiff,3,
880.163513;890.892090;1649.536011;943.333801;838.777588;1749.300415;1000.882202;837.482300;1730.596069;1064.301392;977.341309;1585.919312;999.552246;849.145630;1722.732910;1084.151001;1097.356812;2061.047363;1165.331421;1061.713257;2136.670166;1209.875977;1073.027466;2113.947754;1263.531982;1180.004395;1964.072388;1211.012817;1065.239258;2105.343750,./data/jaffe/KA.FE4.48.tiff,3,
1161.598755;1136.827515;1967.122925;1232.215820;1111.560425;2007.291260;1261.963989;1092.366455;1980.258301;1242.961304;1118.512085;1956.791138;1217.171631;1120.190430;1998.572998;1378.955688;1366.907593;2344.214355;1465.124634;1352.225342;2368.567139;1489.996704;1338.998047;2341.609619;1470.027466;1350.178345;2293.650146;1449.626953;1356.891724;2362.646729,./data/jaffe/KA.HA1.29.tiff,1,
